quest_id,answer_predict
232,"Đoạn văn đề cập rằng bộ phim được sản xuất trong hoàn cảnh khó khăn do được sản xuất vào những năm 1980, khi kỹ xảo điện ảnh ở Trung Quốc còn hạn chế. Vốn đầu tư 6 triệu nhân dân tệ tuy là một khoản tiền lớn nhưng cũng không đủ trang trải cho các chi phí để thực hiện bộ phim, do vậy nên các diễn viên và những nhân viên trong đoàn phim chỉ nhận được thù lao mang tính tượng trưng, ít ỏi."
233,"Văn học dân gian bao gồm các thể loại như thần thoại, kể về các vị thần, xuất hiện từ thời công xã nguyên thủy nhằm giải thích các hiện tượng tự nhiên."
234,Dịch SARS gây ra thiệt hại đáng kể cho Hồng Kông và các quốc gia khác trên thế giới. Nó đã gây ra 8422 trường hợp và 774 trường hợp tử vong.
235,"Chủ tịch Quốc hội Việt Nam là người đứng đầu Ủy ban Thường vụ Quốc hội và hiển nhiên đứng đầu Quốc hội, do Quốc hội bầu ra từ các Đại biểu Quốc hội. Chủ tịch Quốc hội không được đồng thời là thành viên của Chính phủ. Chủ tịch Quốc hội đầu tiên năm 1946 là Nguyễn Văn Tố. Chủ tịch Quốc hội hiện nay là ông Vương Đình Huệ (2021-nay)."
236,"Văn học dân gian thường phản ánh hệ thống niềm tin, giá trị văn hóa, giáo dục và truyền dẫn xuyên thế hệ."
237,Bố già là bộ phim điện ảnh đầu tiên của Việt Nam vượt mốc 5 triệu vé bán ra.
238,"""Lấy danh nghĩa người nhà."" là một bộ phim truyền hình Trung Quốc được phát sóng vào ngày 18 tháng 8 năm 2020. Phim có sự tham gia của Phan Tiệp, Chu Ba và Trần Đình Quảng bá."
239,"Kylian Mbappé sinh ngày 20 tháng 12 năm 1998 tại Paris. Anh lớn lên ở Bondy, Seine-Saint-Denis ở ngoại ô phía đông bắc Paris."
240,Nguyễn Phú Trọng vào Đảng vào ngày 19 tháng 12 năm 1967.
241,"Người con gái bày tỏ tình cảm của mình bằng cách gửi thiệp Valentine, hoa hồng, sô-cô-la và một số loại quà tặng đặc biệt khác cho người con trai họ yêu."
242,"Quyển Databook đầu tiên, ""One Piece: Red - Grand Characters"", được xuất bản ở Nhật vào ngày 2/3/2002. Quyển Databook thứ hai, ""One Piece: Blue - Grand Data File"", không chỉ chứa đựng nhiều thông tin về nhân vật và bộ truyện, mà còn có cả tám mẩu chuyện ngoài lề 4-khung mới, ""Rạp hát Hải tặc Luffy 4-khung"" (""ルフィ海賊団四コマ劇場 Rufi Kaizokudan Yon-Koma Gekijō"")."
243,"Trụ sở chính của NATO đặt tại Brussels, Bỉ, nơi Supreme Allied Commander tọa lạc. Bỉ là một trong 29 quốc gia thành viên NATO tại Bắc Mỹ và châu Âu, và mới nhất trong số các thành viên là các nước Albania và Croatia, tham gia vào tháng 4 năm 2009."
244,"Chủ trương đối ngoại của Việt Nam có 3 trụ cột chính: - Chủ trương đảm bảo an ninh quốc gia chủ quyền toàn vẹn lãnh thổ độc lập dân tộc bản sắc dân tộc Chủ trương tạo môi trường thuận lợi để phát triển kinh tế đảm bảo đời sống nhân dân và nâng cao vị thế quốc gia Chủ trương cân bằng quan hệ"
245,"Theo quan điểm của Chính phủ Tây Ban Nha, ông Carles Puigdemont đã bị Thủ tướng Mariano Rajoy cách chức vào ngày 28 tháng 10 năm 2017."
246,Bộ gen RNA coronavirus có bọc 5 methyl và đuôi 3′polyadenylated. Điều này cho phép RNA gắn vào ribosome để dịch mã.
247,Asian Cup 2019 được tổ chức ở Qatar.
248,"Ngân hàng thương mại cổ phần Ngoại thương Việt Nam (tên giao dịch quốc tế: ""Joint Stock Commercial Bank for Foreign Trade of Vietnam"") là công ty lớn nhất trên thị trường chứng khoán Việt Nam tính theo vốn hóa. Hiện tại, Ngân hàng nhà nước Việt Nam nắm giữ 75% cổ phần và là cổ đông lớn nhất."
249,"Quân đội nhân dân Việt Nam là tên gọi của Quân đội nhân dân Việt Nam. Tên này được đặt bởi Hồ Chí Minh vì ông cho rằng đây là quân đội ""từ nhân dân mà ra, vì nhân dân mà chiến đấu, vì nhân dân phục vụ"". Sau này, Đảng Cộng sản Việt Nam mở rộng thêm: ""có nguồn gốc nhân dân, bảo vệ tính mạng, tài sản và quyền làm chủ của nhân dân, bảo vệ nền độc lập thống nhất và bản sắc dân tộc""."
250,"Kim loại trung bình và đồng phản ứng với oxi ở nhiệt độ cao. Một số kim loại để lâu ngoài không khí tạo thành hợp chất oxide làm mất dần đi tính chất ban đầu, ví dụ như để sắt ngoài không khí ẩm lâu ngày tạo thành Fe2O3 (Sắt (III) oxide) rất giòn và dễ gãy, người ta gọi hiện tượng này là gỉ sét."
251,"ASEAN được thành lập vào ngày 8/8/1967 với năm quốc gia thành viên đầu tiên là: Thái Lan, Indonesia, Malaysia, Philippines và Singapore."
252,"Zalo được phát triển bởi VNG, một công ty Việt Nam. Zalo được ra mắt vào tháng 8 năm 2012 và mất 8 tháng để phát triển. Đến tháng 9 năm 2012, Zalo mới phát hành trên 3 nền tảng iOS, Android và Nokia S40. Tuy nhiên, Zalo không nhận được sự quan tâm do có nhiều cản trở khi tiếp cận người dùng, như dùng Zing ID để đăng nhập hay sử dụng nền tảng web cho ứng dụng trên điện thoại di động."
253,"Ngày 22 tháng 5 năm 1946, Chủ tịch Hồ Chí Minh ký Sắc lệnh số 71/SL thành lập Quân đội Quốc gia Việt Nam, chính thức thống nhất và chính quy hóa lực lượng quân sự quốc gia. Đến ngày 19 tháng 7 năm 1946, Quyền Chủ tịch nước Việt Nam Dân chủ Cộng hòa Huỳnh Thúc Kháng ra Quyết định số 125/QĐ thành lập trong Quân đội Quốc gia Việt Nam ngành Hải quân Việt Nam, đặt dưới quyền Bộ Quốc phòng về phương diện quản trị và Quân sự Ủy viên hội về phương diện điều khiển. Ngày 10 tháng 9 năm 1946, Chủ tịch Quân sự Ủy viên hội Võ Nguyên Giáp ra Nghị định số 103/NĐ thành lập ""Cơ quan Hải quân"" (sau gọi là Hải đoàn bộ), do một Hải đoàn trưởng điều khiển trực thuộc Bộ Tổng Tham mưu. Nhiệm vụ của Hải đoàn bộ là tổ chức thủy đội tuần tiễu và phỏng thủ duyên hải, tập trung các nhân viên, bộ đội thủy quân đã có trong Quân đội Quốc gia Việt Nam và tuyển lựa cựu thủy binh để thành lập ngay một tổ chức Hải quân. Tuy nhiên, do tình hình chiến sự lúc đó, các quyết định trên đều chưa có điều kiện thực hiện. Đến đầu năm 1947, xét thấy không thể duy trì lực lượng hải quân, Bộ Tổng Chỉ huy Quân đội Quốc gia Việt Nam đã quyết định cho tháo gỡ máy móc, vũ khí, thiết bị và đánh đắm tàu để không lọt vào tay quân Pháp."
254,"Haaland đã tham gia nhiều môn thể thao khác ngoài bóng đá khi còn nhỏ, bao gồm bóng ném, gôn và điền kinh. Anh cũng được cho là đã đạt được kỷ lục thế giới ở lứa tuổi của mình cho môn nhảy xa khi mới 5 tuổi, với khoảng cách kỷ lục là 1,63 mét vào năm 2006."
255,"Chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam (gọi tắt: Chính phủ Việt Nam) là cơ quan hành chính nhà nước cao nhất của nước Cộng hòa xã hội chủ nghĩa Việt Nam, thực hiện quyền hành pháp, cơ quan chấp hành của Quốc hội. Chính phủ chịu trách nhiệm trước Quốc hội và báo cáo công tác trước Quốc hội, Ủy ban Thường vụ Quốc hội và Chủ tịch nước."
256,"Bắc Ninh là tỉnh có diện tích nhỏ nhất cả nước, với vị trí nằm trong Vùng thủ đô Hà Nội, vùng kinh tế trọng điểm Bắc Bộ, thuộc vùng Đồng bằng sông Hồng. Bắc Ninh là trung tâm của xứ Kinh Bắc xưa, với 44 làng quan họ cổ, là cái nôi của Dân ca Quan họ được công nhận là di sản văn hóa phi vật thể đại diện của nhân loại sau nhã nhạc cung đình Huế, không gian văn hóa Cồng Chiêng Tây Nguyên và cùng đợt với ca trù."
257,"Sau khi tốt nghiệp, Ngạn trở thành thầy giáo và trở về làng Đo Đo dạy học."
258,"""Bố già"" bị dời ngày công chiếu do tình hình dịch COVID-19 phức tạp trở lại tại Hải Dương và một số địa phương khác."
259,Nguồn phát bệnh của vi rút gây bệnh SARS là các chợ động vật hoang dã ở Trung Quốc.
260,"Định lý cos là một định lý trong toán học, nói rằng một cạnh của một tam giác có thể được tính bằng một số lượng giác. Định lý này được phát biểu bởi John Napier vào năm 1746."
261,Wikipedia tiếng Việt đạt mốc 1 triệu bài viết vào ngày 15 tháng 6 năm 2014.
262,"Đội tuyển bóng đá quốc gia Brazil đã giành chiến thắng với đội tuyển Anh trong trận tứ kết ở Shizuoka, với hai bàn thắng của Rivaldo và Ronaldo."
263,"Không khí tại Sài Gòn vào ngày 2-9-1945 được miêu tả là sôi động và hào hứng. Ban tổ chức buổi lễ đã tổ chức một cuộc mít tinh lớn tại quảng trường Ba Đình ở Hà Nội, nơi Chủ tịch Hồ Chí Minh đọc bản ""Tuyên ngôn độc lập""."
264,"Dựa trên thông tin được cung cấp trong đoạn văn, có thể suy ra rằng Quốc hội Việt Nam đã trải qua 5 đời Chủ tịch Quốc hội. Cụ thể, đoạn văn đề cập rằng có 5 nguyên Chủ tịch Quốc hội còn sống, trong đó cao tuổi nhất là ông Nguyễn Văn An và trẻ nhất là Nguyễn Thị Kim Ngân."
265,Trận Bạch Đằng năm 938 là một trận đánh giữa quân dân Tĩnh Hải quân do Ngô Quyền lãnh đạo và quân Nam Hán. Kết quả là người Việt giành chiến thắng lớn nhờ kế sách cắm cọc nhọn dưới lòng sông Bạch Đằng của Ngô Quyền.
266,"Tập đoàn Vingroup được thành lập vào ngày 8 tháng 8 năm 1993, với tiền thân là công ty Technocom chuyên về sản xuất mỳ ăn liền tại Ukraina bởi một nhóm các du học sinh người Việt Nam, những người này sau đó quay trở lại đầu tư đa ngành tại quê hương còn thương hiệu mỳ thì được Nestle của Thụy Sỹ mua lại vào năm 2004."
267,Trung du và miền núi phía Bắc có nhiều nhà máy thủy điện nhỏ và vừa. Các nhà máy này chủ yếu được xây dựng trên các phụ lưu của các sông. Các nhà máy này có thể được sử dụng để khai thác và chế biến khoáng sản trên cơ sở nguồn điện rẻ và dồi dào.
268,"Thư tịch đầu tiên có chép bài thơ ""Nam quốc sơn hà"" là sách ""Việt điện u linh tập"", song bản ""Nam quốc sơn hà"" trong ""Việt điện u linh tập"" không phải là bản được biết đến nhiều nhất, bản ghi trong ""Đại Việt sử ký toàn thư"" mới là bản được nhiều người biết nhất."
269,"Bàn cờ tướng là một hình chữ nhật do 9 đường dọc và 10 đường ngang cắt nhau vuông góc tại 90 điểm hợp thành. Một khoảng trống gọi là sông nằm ngang giữa bàn cờ, chia bàn cờ thành hai phần đối xứng bằng nhau. Mỗi bên có một Cửu cung hình vuông do 4 ô hợp thành tại các đường dọc 4, 5, 6 kể từ đường ngang cuối của mỗi bên, trong 4 ô này có vẽ hai đường chéo nhằm hạn chế nước đi của các quân Tướng (hay Soái) và Sĩ."
270,"Đoàn Thanh niên Cộng sản Hồ Chí Minh tổ chức và hoạt động theo nguyên tắc tập trung dân chủ, thực hiện tập thể lãnh đạo, cá nhân phụ trách."
271,"Ban Nghiên cứu Thủy quân là một tổ chức nghiên cứu lực lượng bảo vệ vùng biển. Nó được thành lập vào đầu tháng 8 năm 1954, sau thắng lợi quyết định tại trận Điện Biên Phủ và Hiệp định Genève, 1954."
272,"Triết học Marx-Lenin được Marx, Engels sáng lập vào giữa thế kỷ thứ XIX. Lenin và các nhà mácxit khác sau đó đã phát triển triết học Marx-Lenin."
273,"One Piece đã đạt được nhiều kỷ lục trong suốt sự nghiệp của mình. Năm 2008, bộ truyện tranh được cấp phép cho hãng Viz Media phát hành ở thị trường Bắc Mỹ, và vào năm 2010, Shueisha thông báo họ đã bán hơn 260 triệu tập One Piece, tập 61 lập kỷ lục số lượng in sách tại Nhật Bản với 3,8 triệu bản in."
274,"Chủ tịch Quốc hội Việt Nam. Danh sách Chủ tịch Quốc hội. Ghi chú: Danh sách nguyên Chủ tịch Quốc hội còn sống. Tính đến ngày 1 tháng 4 năm 2023, có 5 nguyên Chủ tịch Quốc hội còn sống. Nguyên Chủ tịch Quốc hội còn sống cao tuổi nhất là ông Nguyễn Văn An và trẻ nhất là Nguyễn Thị Kim Ngân. Chủ tịch Quốc hội qua đời gần đây nhất là ông Lê Quang Đạo khi ông qua đời vào ngày 24 tháng 7 năm 1999."
275,"Văn học dân gian Việt Nam có một số thể loại chính như truyện thơ, chèo, ca dao, tục ngữ, vè, câu đố"
276,Đập Tam Hiệp được xây dựng vào năm 1994. Nó là đập thủy điện lớn nhất thế giới và bắt đầu chứa nước vào ngày 1 tháng 6 năm 2003.
277,"NATO là một liên minh quân sự được thành lập vào ngày 4 tháng 4 năm 1949. Ngày 1 tháng 4 năm 2009, số thành viên lên đến 28 với sự gia nhập của Albania và Croatia. Đến năm 2023, số lượng thành viên của NATO là 31 quốc gia sau khi Phần Lan chính thức tham gia tổ chức này vào tháng 4 năm 2023."
278,"Hồ Xuân Hương được nhà thơ hiện đại Xuân Diệu đặt biệt danh là ""Bà chúa thơ Nôm""."
279,Không có người nào được bầu làm Tổng thống quá hai nhiệm kỳ.
280,"Dự án đầu tiên mà Johnathan Hạnh Nguyễn cùng năm đối tác khác được Bộ Giao thông Vận tải, Cục hàng không, Tổng công ty hàng không Việt Nam tin tưởng giao thực hiện là Nhà ga hành khách quốc tế - Cảng hàng không quốc tế Cam Ranh. Dự án này được khởi công vào ngày 30.06.2018 và dự kiến ​​đạt mốc hoàn thành trong vòng 18 tháng kể từ ngày khởi công."
281,"Minecraft có 3 chế độ chơi chính: Sinh tồn, Phiêu lưu và Sáng tạo. Chế độ Khán giả chỉ cho phép tham quan, không cho phép tương tác với thế giới trong trò chơi nhưng có thể đi xuyên khối. Chế độ Phiêu lưu được thiết lập cho những thế giới được thiết kế sẵn nhằm bổ trợ cho một cốt truyện hoặc mục tiêu khác của bên thứ ba ngoài tuyến cốt truyện chính của Minecraft."
282,"Câu trả lời là không. Đội Thiếu niên Tiền phong Hồ Chí Minh là một tổ chức thanh thiếu niên Việt Nam từ 9 đến 15 tuổi, thực hiện tốt 5 điều Bác Hồ dạy, phấn đấu học tập, rèn luyện và tu dưỡng để trở thành đoàn viên Đoàn TNCS Hồ Chí Minh."
283,"Định lý cos được dùng trong phép đo góc tam giác để tìm góc của một tam giác hoặc một đường tròn. Ví dụ trong Hình 3, định lý cos được dùng để tìm góc của một tam giác."
284,Việt Nam hiện có quan hệ ngoại giao với 192 trong 200 quốc gia trên toàn thế giới.
285,"Lý Thường Kiệt là một nhà quân sự, nhà chính trị và hoạn quan rất nổi tiếng vào thời nhà Lý nước Đại Việt. Ông làm quan qua 3 triều Lý Thái Tông, Lý Thánh Tông, Lý Nhân Tông và đạt được nhiều thành tựu to lớn, khiến ông trở thành một trong hai danh tướng vĩ đại nhất nhà Lý, bên cạnh Lê Phụng Hiểu."
286,"Các cổ đông chính của Ngân hàng Quân đội là Viettel, Tổng công ty Đầu tư và Kinh doanh Vốn Nhà nước, Tổng công ty Trực thăng Việt Nam và Tổng công ty Tân Cảng Sài Gòn."
287,"Châu Á. Theo đoạn văn, dân số châu Á chiếm 60% dân số thế giới. Dân số châu Á bao gồm hơn 4,64 tỷ người, trong đó Trung Quốc và Ấn Độ chiếm 36% dân số thế giới."
288,"Nhà nước Văn Lang nằm ở một phần của Trung Quốc, Bắc Bộ và Bắc Trung Bộ ngày nay."
289,"ASCII được công bố lần đầu tiên vào năm 1963 bởi Hiệp hội tiêu chuẩn Hoa Kỳ (American Standards Association, ASA), sau này đổi thành ANSI."
290,"Mười lời thề danh dự của quân nhân Quân đội nhân dân Việt Nam là lời tuyên thệ của tân binh, được đọc trong lễ chào cờ của Quân đội nhân dân Việt Nam."
291,"Nhiệt độ lạnh nhất từng được ghi nhận ở Việt Nam là −6,1 °C (21,0 °F) tại Sa Pa vào ngày 4 tháng 1 năm 1974."
292,"Sau khi điều khoản Hiệp định được thống nhất giữa Việt Nam Dân chủ Cộng hòa-Cộng hòa miền Nam Việt Nam và Hoa Kỳ, đoàn Việt Nam Cộng hòa đã phản đối. Lê Đức Thọ, một nhân vật chủ chốt trong cuộc đàm phán, đã từ chối nhận giải vì ông cho rằng giải thưởng sẽ chỉ được trao cho ông do giải Nobel hòa bình phải được trao cho đại diện của bên kiến tạo hòa bình (nhân dân Việt Nam)."
293,"Đô thị ở miền núi, vùng cao, có đường biên giới quốc gia thì tiêu chí quy mô dân số có thể thấp hơn nhưng tối thiểu đạt 50% mức quy định; các tiêu chí khác tối thiểu đạt 70% mức quy định của loại đô thị tương ứng."
294,"Người ta đề ra quy tắc đổi từ thang điểm 4 sang thang điểm 10 vì thang điểm 4 theo phương pháp học chế tín chỉ và thang điểm 10 theo phương pháp học phần niên chế ở nhiều trường Đại học và Cao đẳng tại Việt Nam gây khó khăn cho các cơ quan tuyển dụng và các tổ chức cấp học bổng trong việc so sánh, đối chiếu thành tích học tập của sinh viên."
295,"Động từ là những từ dùng để chỉ hành động, trạng thái của sự vật."
296,"Trước sự bùng phát của dịch, mối lo ngại trong cộng đồng đã dẫn đến sự gia tăng nhu cầu khẩu trang, nước sát khuẩn. 1 số nơi xuất hiện tình trạng tăng giá khẩu trang hoặc hết hàng."
297,"Phim ""Hướng dương ngược nắng"" xoay quanh nhân vật chính Minh (Lương Thu Trang). Cô là một cô gái trẻ sống với người mẹ vô trách nhiệm, người đã phát hiện cô và em trai là con riêng của Tổng giám đốc Tập đoàn Cao Dược. Từ đây, cô phải đối mặt với cuộc đua tranh quyền lực của các thành viên trong gia đình mình cùng những người xung quanh với đầy rẫy âm mưu và tham vọng."
298,"Tây du ký gồm 25 tập. Vào ngày 1 tháng 2 năm 1988, CCTV đã chính thức phát sóng trọn bộ phần một của phim bao gồm 16 tập. Phần hai của phim sau đó cũng đã được phát hành vào năm 1998 với tổng cộng 16 tập."
299,"Mục đích của bảng xếp hạng là xếp hạng sự phát triển và khả năng của các đội bóng thuộc các quốc gia thành viên, đồng thời nó đòi hỏi họ tạo nên ""1 thước đo chính xác để so sánh các đội""."
